Fecha	Vista	
18/12/2017	71660478,08	
15/12/2017	121947384,35	
14/12/2017	189593736,53	
08/12/2017	90925922,92	
07/12/2017	267093311,12	
01/12/2017	51225461,77	
30/11/2017	270193556,12	
29/11/2017	133140311,61	
28/11/2017	135696317,91	
27/11/2017	2608365,91	
24/11/2017	22358529,97	
23/11/2017	188904927,35	
22/11/2017	232353539,61	
21/11/2017	223384617,31	
20/11/2017	277933846,04	
17/11/2017	196068720,74	
16/11/2017	252026321,56	
15/11/2017	276643473,36	
14/11/2017	293395426,45	
13/11/2017	279744548,73	
10/11/2017	270754330,03	
09/11/2017	148561096,04	
08/11/2017	205997673,54	
07/11/2017	153583421,99	
03/11/2017	9149949,71	
02/11/2017	166619709,56	
01/11/2017	129491778,45	
31/10/2017	154545807,22	
30/10/2017	222963697,88	
27/10/2017	230336148,74	
26/10/2017	179705340,89	
25/10/2017	191644802,03	
24/10/2017	198203377,35	
23/10/2017	92840767,62	
20/10/2017	29321436,29	
19/10/2017	264945273,31	
18/10/2017	36511303,67	
17/10/2017	286340045,61	
16/10/2017	98221388,39	
13/10/2017	154931222,07	
11/10/2017	81534264,40	
10/10/2017	197474464,30	
09/10/2017	187021403,76	
06/10/2017	70654069,55	
05/10/2017	51572699,06	
04/10/2017	133352413,24	
03/10/2017	268273947,74	
02/10/2017	154374743,69	
29/09/2017	89713792,33	
28/09/2017	229894149,78	
27/09/2017	275856192,78	
26/09/2017	127449733,93	
25/09/2017	181269913,86	
22/09/2017	293698212,97	
21/09/2017	112049850,00	
20/09/2017	130164464,00	
19/09/2017	246054708,02	
18/09/2017	94517357,29	
15/09/2017	146959188,15	
14/09/2017	96049935,52	
13/09/2017	56483791,87	
12/09/2017	134699363,49	
08/09/2017	259451728,33	
07/09/2017	110629880,46	
06/09/2017	159153266,89	
05/09/2017	190695403,91	
04/09/2017	25378158,90	
01/09/2017	210532530,36	
31/08/2017	144191874,33	
30/08/2017	126310621,63	
29/08/2017	272028926,68	
28/08/2017	226724502,44	
25/08/2017	49422314,91	
24/08/2017	55647937,45	
23/08/2017	49564334,12	
22/08/2017	144051596,90	
21/08/2017	191851112,58	
18/08/2017	40063667,82	
17/08/2017	16789112,72	
16/08/2017	133131444,66	
15/08/2017	218542045,06	
11/08/2017	44310579,08	
10/08/2017	131838340,79	
09/08/2017	41069073,75	
08/08/2017	123947121,59	
07/08/2017	150029505,24	
04/08/2017	117785172,65	
03/08/2017	107302536,01	
02/08/2017	109062437,56	
01/08/2017	169893304,05	
31/07/2017	25457516,09	
28/07/2017	258375059,61	
27/07/2017	242369436,16	
26/07/2017	292028789,63	
25/07/2017	132657819,10	
21/07/2017	166029471,45	
20/07/2017	56440673,24	
19/07/2017	87644805,57	
18/07/2017	191510072,83	
17/07/2017	20683655,08	
14/07/2017	234985138,31	
13/07/2017	160627186,49	
12/07/2017	181528641,10	
11/07/2017	114505791,42	
10/07/2017	32813324,55	
07/07/2017	177992139,33	
06/07/2017	125848977,30	
04/07/2017	163738809,22	
30/06/2017	141652104,47	
29/06/2017	268491289,48	
28/06/2017	231034664,98	
27/06/2017	207656425,55	
26/06/2017	284023895,71	
23/06/2017	270131427,08	
22/06/2017	50234499,72	
21/06/2017	179309137,49	
20/06/2017	129688970,31	
16/06/2017	207975072,82	
15/06/2017	76419876,50	
14/06/2017	118696040,06	
13/06/2017	194081643,65	
12/06/2017	32970436,60	
09/06/2017	10032646,18	
08/06/2017	17185754,80	
07/06/2017	19689895,57	
06/06/2017	145222708,36	
05/06/2017	99016285,16	
02/06/2017	58734447,90	
01/06/2017	155312687,75	
31/05/2017	114786688,62	
30/05/2017	274635455,30	
26/05/2017	213741352,22	
25/05/2017	255121367,49	
24/05/2017	283316389,59	
23/05/2017	135815497,04	
22/05/2017	45016099,58	
19/05/2017	294412536,98	
18/05/2017	2443512,02	
17/05/2017	165509359,94	
16/05/2017	203413963,01	
15/05/2017	219593160,84	
12/05/2017	257111860,17	
11/05/2017	126556683,46	
10/05/2017	174681480,03	
09/05/2017	29324411,00	
08/05/2017	44548501,80	
05/05/2017	267764403,87	
04/05/2017	193200256,44	
03/05/2017	118249414,16	
02/05/2017	47010610,97	
28/04/2017	67645116,46	
27/04/2017	143631600,06	
26/04/2017	228791317,94	
25/04/2017	27634555,52	
24/04/2017	168475979,27	
21/04/2017	118674480,35	
20/04/2017	2894072,23	
18/04/2017	158426592,92	
17/04/2017	283571984,09	
12/04/2017	64632371,92	
11/04/2017	114195034,82	
10/04/2017	76109902,94	
07/04/2017	107178926,44	
06/04/2017	80085360,39	
05/04/2017	226044854,25	
04/04/2017	64675712,26	
03/04/2017	163450121,06	
31/03/2017	173853617,49	
30/03/2017	110834771,22	
29/03/2017	23377128,34	
28/03/2017	16617170,33	
27/03/2017	290307744,28	
24/03/2017	66348876,91	
23/03/2017	64646033,97	
22/03/2017	266436770,94	
21/03/2017	195024323,64	
20/03/2017	197562266,65	
17/03/2017	69027018,45	
16/03/2017	53183043,27	
15/03/2017	220472195,05	
14/03/2017	284416671,75	
13/03/2017	177499011,74	
10/03/2017	144152547,51	
09/03/2017	199388869,08	
08/03/2017	654661,09	
07/03/2017	55022624,01	
06/03/2017	242901913,22	
03/03/2017	280523276,17	
02/03/2017	115435806,14	
01/03/2017	152799204,08	
24/02/2017	195539776,07	
23/02/2017	184062127,95	
22/02/2017	17150921,61	
21/02/2017	172283256,19	
20/02/2017	154016411,22	
17/02/2017	120225941,26	
16/02/2017	100578423,99	
15/02/2017	288807048,73	
14/02/2017	87583218,52	
13/02/2017	272519346,52	
10/02/2017	93540371,45	
09/02/2017	274919394,40	
08/02/2017	134867597,35	
07/02/2017	52187707,50	
06/02/2017	32366950,62	
03/02/2017	184482065,33	
02/02/2017	288967187,22	
01/02/2017	117636382,01	
31/01/2017	154449601,04	
30/01/2017	16710164,71	
27/01/2017	281605758,48	
26/01/2017	168778817,39	
25/01/2017	154057947,35	
24/01/2017	254365269,25	
23/01/2017	9232935,08	
20/01/2017	92556520,93	
19/01/2017	273072755,00	
18/01/2017	218749046,96	
17/01/2017	181785406,00	
16/01/2017	273154484,07	
13/01/2017	108930182,04	
12/01/2017	96386227,19	
11/01/2017	275217289,27	
10/01/2017	211622845,19	
06/01/2017	264775766,86	
05/01/2017	251321557,86	
04/01/2017	193275408,89	
03/01/2017	21242630,85	
02/01/2017	107740336,80	
30/12/2016	264850215,23	
29/12/2016	41734172,99	
28/12/2016	17194260,77	
27/12/2016	93224248,65	
26/12/2016	44924135,39	
23/12/2016	17256959,69	
22/12/2016	160134978,43	
21/12/2016	125296430,64	
20/12/2016	171974852,23	
19/12/2016	25972988,36	
16/12/2016	82407684,16	
15/12/2016	136254076,02	
14/12/2016	250864250,80	
13/12/2016	68560357,72	
09/12/2016	261504586,25	
08/12/2016	246952118,09	
07/12/2016	288025228,87	
06/12/2016	180660106,82	
05/12/2016	274369179,87	
02/12/2016	37474010,74	
01/12/2016	198882415,56	
30/11/2016	214730265,48	
29/11/2016	154200649,08	
28/11/2016	181540458,10	
25/11/2016	139018401,83	
24/11/2016	153713923,84	
23/11/2016	202835730,77	
22/11/2016	54986225,69	
21/11/2016	7570978,59	
18/11/2016	3658177,41	
17/11/2016	274410795,42	
16/11/2016	209375502,39	
15/11/2016	28204737,31	
14/11/2016	74603191,35	
11/11/2016	132753533,17	
10/11/2016	140060292,04	
09/11/2016	144909139,97	
08/11/2016	133970479,97	
04/11/2016	276911562,65	
03/11/2016	27123001,46	
02/11/2016	21182326,43	
01/11/2016	262261404,31	
31/10/2016	256478795,26	
28/10/2016	109388254,05	
27/10/2016	45285594,99	
26/10/2016	32616883,77	
25/10/2016	229795506,70	
24/10/2016	64784247,58	
21/10/2016	12963999,54	
20/10/2016	204860615,40	
19/10/2016	122145567,36	
18/10/2016	112853071,34	
17/10/2016	284226535,29	
14/10/2016	230926474,20	
13/10/2016	14679984,18	
11/10/2016	105031753,10	
10/10/2016	189098528,04	
07/10/2016	71747579,00	
06/10/2016	221752100,98	
05/10/2016	37119463,96	
04/10/2016	286996369,86	
03/10/2016	236604216,86	
30/09/2016	246348273,80	
29/09/2016	274255638,62	
28/09/2016	181162775,56	
27/09/2016	9650198,48	
26/09/2016	286592207,47	
23/09/2016	63354715,26	
22/09/2016	119236550,06	
21/09/2016	171686887,01	
20/09/2016	247065977,99	
19/09/2016	205718326,95	
16/09/2016	135160844,85	
15/09/2016	223539930,74	
14/09/2016	233245299,66	
13/09/2016	88665531,67	
12/09/2016	178616783,65	
09/09/2016	23753938,54	
08/09/2016	174300679,46	
07/09/2016	246007901,45	
06/09/2016	44772021,48	
05/09/2016	251309891,55	
02/09/2016	49038690,51	
01/09/2016	52201172,56	
31/08/2016	183495472,60	
30/08/2016	255594524,42	
29/08/2016	167058080,20	
26/08/2016	75021885,02	
25/08/2016	207385494,95	
24/08/2016	49945955,87	
23/08/2016	137910539,87	
22/08/2016	21424151,86	
19/08/2016	148033712,74	
18/08/2016	38922535,73	
17/08/2016	189644101,57	
16/08/2016	13330997,79	
12/08/2016	31208742,63	
11/08/2016	232933137,55	
10/08/2016	128476344,52	
09/08/2016	76925768,51	
08/08/2016	94776680,50	
05/08/2016	226330153,34	
04/08/2016	35448801,29	
03/08/2016	77005756,24	
02/08/2016	51389503,24	
01/08/2016	219206565,23	
29/07/2016	288215194,22	
28/07/2016	196069230,09	
27/07/2016	92996233,02	
26/07/2016	201781304,98	
25/07/2016	148872564,94	
22/07/2016	282142302,83	
21/07/2016	262656644,75	
20/07/2016	269220086,67	
19/07/2016	106866743,65	
18/07/2016	270874255,60	
15/07/2016	288372976,52	
14/07/2016	96604237,50	
13/07/2016	259792746,49	
12/07/2016	27480728,42	
11/07/2016	162253082,51	
08/07/2016	19847171,42	
07/07/2016	183204090,44	
06/07/2016	20816306,53	
01/07/2016	207678802,48	
30/06/2016	282043032,52	
29/06/2016	87606520,42	
28/06/2016	266428548,36	
27/06/2016	264811352,33	
23/06/2016	226398039,25	
22/06/2016	43952336,24	
21/06/2016	167871761,25	
20/06/2016	166207165,19	
17/06/2016	152272009,16	
16/06/2016	188388407,15	
15/06/2016	190416404,14	
14/06/2016	166647819,17	
13/06/2016	185870884,18	
10/06/2016	298429435,14	
09/06/2016	96350370,14	
08/06/2016	237943715,13	
07/06/2016	255801818,12	
06/06/2016	91280705,15	
03/06/2016	59456685,13	
02/06/2016	44492760,10	
01/06/2016	76587159,08	
31/05/2016	33349373,09	
27/05/2016	188379357,99	
26/05/2016	101249851,94	
25/05/2016	178476012,82	
24/05/2016	277409857,82	
23/05/2016	191944933,84	
20/05/2016	185955796,75	
19/05/2016	297123991,74	
18/05/2016	221521088,76	
17/05/2016	77337351,74	
16/05/2016	149426660,77	
13/05/2016	115422929,74	
12/05/2016	183526207,72	
11/05/2016	198924750,75	
10/05/2016	70062709,77	
06/05/2016	272347317,71	
05/05/2016	131371865,70	
04/05/2016	122789616,71	
03/05/2016	92019384,68	
02/05/2016	20076993,66	
29/04/2016	185317167,67	
28/04/2016	224945035,60	
27/04/2016	223483513,59	
26/04/2016	183477433,56	
25/04/2016	209868240,60	
22/04/2016	88023690,57	
21/04/2016	3082908,52	
20/04/2016	132894065,54	
18/04/2016	243274416,57	
15/04/2016	72951048,52	
14/04/2016	61722792,53	
13/04/2016	32842777,55	
12/04/2016	217102311,56	
11/04/2016	79848931,59	
08/04/2016	170923906,55	
07/04/2016	139137689,55	
06/04/2016	101869490,56	
05/04/2016	224025204,54	
04/04/2016	121860985,51	
01/04/2016	263593118,45	
31/03/2016	53230926,45	
30/03/2016	252041468,38	
29/03/2016	170164074,42	
28/03/2016	166880071,43	
23/03/2016	281278281,45	
22/03/2016	118859334,48	
21/03/2016	193469031,47	
18/03/2016	150469987,40	
17/03/2016	205596579,45	
16/03/2016	273898024,50	
15/03/2016	130715134,57	
14/03/2016	138540835,54	
03/11/2016	266105077,44	
03/10/2016	219362708,44	
03/09/2016	5930785,41	
03/08/2016	136836043,40	
03/07/2016	195330347,40	
03/04/2016	245035796,36	
03/03/2016	78998963,39	
03/02/2016	286324882,38	
03/01/2016	267062040,33	
29/02/2016	248464583,36	
26/02/2016	294732232,31	
25/02/2016	78066952,29	
24/02/2016	132176540,28	
23/02/2016	124716822,24	
22/02/2016	244848303,23	
19/02/2016	99478551,19	
18/02/2016	59539878,17	
17/02/2016	87156554,17	
16/02/2016	103600809,18	
15/02/2016	161682302,19	
02/12/2016	43567253,19	
02/11/2016	10787912,15	
02/10/2016	29744600,18	
02/05/2016	286687024,17	
02/04/2016	261025831,17	
02/03/2016	60167291,20	
02/02/2016	26487052,20	
02/01/2016	223349093,23	
29/01/2016	14938961,24	
28/01/2016	136863009,15	
27/01/2016	131163852,13	
26/01/2016	25924410,13	
25/01/2016	243575523,11	
22/01/2016	104986652,14	
21/01/2016	1497685,14	
20/01/2016	240501063,07	
19/01/2016	180893151,07	
18/01/2016	60481247,10	
15/01/2016	236329776,10	
14/01/2016	103423182,12	
13/01/2016	205846343,11	
01/12/2016	91679441,10	
01/08/2016	252667704,03	
01/07/2016	285518358,02	
01/06/2016	104214202,04	
01/05/2016	152677886,08	
01/04/2016	165028338,07	
30/12/2015	80281569,06	
29/12/2015	93321430,95	
28/12/2015	64481254,92	
23/12/2015	163546404,76	
22/12/2015	273755249,69	
21/12/2015	112512835,73	
18/12/2015	44572241,67	
17/12/2015	233621197,65	
16/12/2015	95656534,60	
15/12/2015	139522742,59	
14/12/2015	82351292,54	
11/12/2015	213536257,43	
10/12/2015	62730549,39	
09/12/2015	124049202,41	
08/12/2015	53373905,43	
04/12/2015	183245849,37	
03/12/2015	180409549,35	
02/12/2015	24840736,31	
01/12/2015	107808220,30	
30/11/2015	80241339,32	
27/11/2015	133474767,23	
26/11/2015	150370745,17	
25/11/2015	237872319,16	
24/11/2015	24692018,08	
23/11/2015	101662636,11	
20/11/2015	191972143,96	
19/11/2015	70206781,90	
18/11/2015	3676624,88	
17/11/2015	283242278,86	
16/11/2015	3776834,80	
13/11/2015	292864926,74	
12/11/2015	179898509,75	
11/11/2015	290500834,74	
10/11/2015	135736350,72	
09/11/2015	135048993,69	
06/11/2015	158314799,60	
05/11/2015	30378735,58	
04/11/2015	24898761,56	
03/11/2015	8797741,60	
02/11/2015	242591304,59	
30/10/2015	286013577,56	
29/10/2015	217370827,56	
28/10/2015	66344188,55	
27/10/2015	277790257,57	
26/10/2015	12011158,58	
23/10/2015	189652967,57	
22/10/2015	250878334,52	
21/10/2015	257679132,53	
20/10/2015	131832405,55	
19/10/2015	113189326,57	
16/10/2015	154638865,56	
15/10/2015	68034278,53	
14/10/2015	64834460,52	
13/10/2015	226382020,51	
09/10/2015	21507017,51	
08/10/2015	168296454,49	
07/10/2015	24758191,47	
06/10/2015	232044686,49	
05/10/2015	43423611,45	
02/10/2015	71398393,47	
01/10/2015	74864720,51	
30/09/2015	71617474,57	
29/09/2015	244612005,50	
28/09/2015	201200423,48	
25/09/2015	246130732,46	
24/09/2015	16974658,44	
23/09/2015	164424813,42	
22/09/2015	277751904,41	
21/09/2015	86813128,39	
18/09/2015	56991043,37	
17/09/2015	95581254,34	
16/09/2015	200724404,38	
15/09/2015	55234564,37	
14/09/2015	187616840,35	
11/09/2015	36073889,37	
10/09/2015	186656070,36	
09/09/2015	262707683,38	
08/09/2015	101461968,36	
07/09/2015	162234954,34	
04/09/2015	162500510,34	
03/09/2015	114321390,33	
02/09/2015	185671094,33	
01/09/2015	205890984,33	
31/08/2015	295846239,34	
28/08/2015	46171339,26	
27/08/2015	183764816,23	
26/08/2015	277094366,24	
25/08/2015	291808352,24	
24/08/2015	205807028,23	
21/08/2015	122184694,18	
20/08/2015	174011486,15	
19/08/2015	88910447,15	
18/08/2015	283694234,16	
17/08/2015	296060046,16	
14/08/2015	105471025,15	
13/08/2015	241495151,16	
12/08/2015	106121494,16	
11/08/2015	76748763,10	
10/08/2015	232032800,11	
07/08/2015	10507203,08	
06/08/2015	227090809,08	
05/08/2015	152464185,10	
04/08/2015	167360257,09	
03/08/2015	81772165,07	
31/07/2015	174420588,05	
30/07/2015	114839535,97	
29/07/2015	104075511,96	
28/07/2015	257006462,94	
27/07/2015	79253723,94	
23/07/2015	122742057,92	
22/07/2015	43259910,88	
21/07/2015	16078396,88	
20/07/2015	271295945,85	
17/07/2015	35103373,79	
16/07/2015	227529274,78	
15/07/2015	99565089,80	
14/07/2015	134948459,81	
13/07/2015	117056501,82	
10/07/2015	8766866,83	
09/07/2015	161526766,84	
08/07/2015	115288173,83	
07/07/2015	144078709,82	
06/07/2015	109791304,82	
03/07/2015	252593004,82	
02/07/2015	22972941,83	
01/07/2015	235122941,85	
30/06/2015	268948948,87	
26/06/2015	93754913,80	
25/06/2015	230699822,74	
23/06/2015	156447242,73	
22/06/2015	148119170,68	
19/06/2015	34764935,65	
18/06/2015	111415587,65	
17/06/2015	261286529,65	
16/06/2015	274576062,70	
15/06/2015	114973553,68	
12/06/2015	251000946,68	
11/06/2015	282444593,67	
10/06/2015	62578782,66	
09/06/2015	136710237,69	
05/06/2015	279836115,65	
04/06/2015	154692641,64	
03/06/2015	159839935,63	
02/06/2015	78434238,63	
01/06/2015	290510153,62	
29/05/2015	294238371,63	
28/05/2015	102090025,55	
27/05/2015	236541589,53	
26/05/2015	265811003,53	
25/05/2015	116871075,51	
22/05/2015	41568953,49	
21/05/2015	254552906,48	
20/05/2015	81440817,45	
19/05/2015	170471424,45	
15/05/2015	150870586,42	
14/05/2015	278419280,41	
13/05/2015	21790255,41	
12/05/2015	93795671,38	
11/05/2015	115982906,37	
08/05/2015	101861487,35	
07/05/2015	111605451,37	
06/05/2015	201472090,38	
05/05/2015	180933699,36	
04/05/2015	234556130,35	
30/04/2015	94905933,35	
29/04/2015	161582425,31	
28/04/2015	139654778,32	
27/04/2015	53102828,31	
24/04/2015	110943608,29	
23/04/2015	169003847,28	
22/04/2015	53944279,26	
21/04/2015	145349227,25	
20/04/2015	51264111,24	
17/04/2015	223776587,24	
16/04/2015	217028080,27	
15/04/2015	178505500,24	
14/04/2015	278684837,23	
13/04/2015	181568555,23	
10/04/2015	90027683,23	
09/04/2015	142454257,22	
08/04/2015	220720665,22	
07/04/2015	228511466,22	
06/04/2015	68869165,21	
01/04/2015	297463014,20	
31/03/2015	276823954,23	
30/03/2015	24033546,21	
27/03/2015	173148276,21	
26/03/2015	214410025,20	
25/03/2015	163166509,24	
24/03/2015	151101255,21	
23/03/2015	202660951,22	
20/03/2015	74664816,22	
18/03/2015	144142067,22	
17/03/2015	241421443,21	
16/03/2015	180677607,21	
13/03/2015	79251152,18	
12/03/2015	47194724,18	
11/03/2015	18552104,19	
10/03/2015	172288442,17	
09/03/2015	272439247,17	
06/03/2015	118473518,11	
05/03/2015	297761408,09	
04/03/2015	222659723,08	
03/03/2015	212697749,09	
02/03/2015	62920843,09	
27/02/2015	39937081,10	
26/02/2015	28868068,06	
25/02/2015	273287384,04	
24/02/2015	133790011,03	
23/02/2015	128612942,02	
20/02/2015	182415362,01	
19/02/2015	238833629,01	
18/02/2015	20911643,00	
13/02/2015	16248121,99	
12/02/2015	177801990,01	
11/02/2015	109767315,00	
10/02/2015	238758807,99	
09/02/2015	191437170,97	
06/02/2015	181375186,97	
05/02/2015	128293138,96	
04/02/2015	39616425,96	
03/02/2015	248430821,95	
02/02/2015	170909523,95	
30/01/2015	181397086,97	
29/01/2015	252834959,91	
28/01/2015	193785368,90	
27/01/2015	12452519,89	
26/01/2015	87753880,89	
23/01/2015	174688328,89	
22/01/2015	268071452,87	
21/01/2015	186177550,86	
20/01/2015	295520951,85	
19/01/2015	266693431,84	
16/01/2015	189776470,84	
15/01/2015	174576741,84	
14/01/2015	914183,84	
13/01/2015	63749162,83	
12/01/2015	123739908,82	
09/01/2015	44816089,81	
08/01/2015	107443492,83	
07/01/2015	176161143,82	
06/01/2015	81894970,83	
02/01/2015	179119638,83	
30/12/2014	268434909,82	
29/12/2014	147886276,79	
26/12/2014	179858847,78	
23/12/2014	161514236,74	
22/12/2014	278340336,71	
19/12/2014	8948975,69	
18/12/2014	106608857,69	
17/12/2014	61918887,70	
16/12/2014	292670136,70	
15/12/2014	207765573,68	
12/12/2014	267388337,67	
11/12/2014	113878896,67	
10/12/2014	6387567,67	
09/12/2014	158798095,67	
05/12/2014	276558855,60	
04/12/2014	177892905,59	
03/12/2014	180399408,58	
02/12/2014	167760022,58	
01/12/2014	258149364,56	
28/11/2014	30531649,57	
27/11/2014	35229305,50	
26/11/2014	292898687,48	
25/11/2014	92027643,45	
24/11/2014	219644095,42	
21/11/2014	71873864,38	
20/11/2014	265294327,38	
19/11/2014	100165331,37	
18/11/2014	18587994,35	
17/11/2014	38177264,33	
14/11/2014	5681102,29	
13/11/2014	244066757,24	
12/11/2014	23870059,21	
11/11/2014	249066483,20	
10/11/2014	211045721,17	
07/11/2014	263282547,13	
06/11/2014	136345321,14	
05/11/2014	265816152,13	
04/11/2014	103417927,12	
03/11/2014	156443517,13	
31/10/2014	44909163,15	
30/10/2014	234321417,11	
29/10/2014	266758840,13	
28/10/2014	1284169,13	
27/10/2014	227633793,10	
24/10/2014	171688433,10	
23/10/2014	11467068,06	
22/10/2014	215847024,06	
21/10/2014	198800794,06	
20/10/2014	18136814,06	
17/10/2014	18101992,04	
16/10/2014	292817559,04	
15/10/2014	221826795,06	
14/10/2014	77106004,05	
13/10/2014	24181151,06	
10/10/2014	230524533,06	
09/10/2014	291767364,05	
08/10/2014	77447867,05	
07/10/2014	108499220,05	
06/10/2014	213393051,05	
03/10/2014	293178752,06	
02/10/2014	217279981,05	
01/10/2014	123914896,06	
30/09/2014	31278473,08	
29/09/2014	140499349,04	
26/09/2014	64202080,03	
25/09/2014	238116508,00	
24/09/2014	112015422,00	
23/09/2014	285070657,00	
22/09/2014	288179612,00	
19/09/2014	200756606,99	
18/09/2014	248049573,99	
17/09/2014	83113156,00	
16/09/2014	272892031,00	
15/09/2014	137844260,01	
12/09/2014	149313228,01	
11/09/2014	266473802,02	
10/09/2014	14124416,01	
09/09/2014	159288708,01	
08/09/2014	215594394,99	
05/09/2014	180290430,00	
04/09/2014	266095188,00	
03/09/2014	221423165,00	
02/09/2014	262134045,01	
01/09/2014	122522938,03	
29/08/2014	45052067,03	
28/08/2014	68111146,00	
27/08/2014	60578788,99	
26/08/2014	240440695,98	
25/08/2014	153508879,99	
22/08/2014	102602506,98	
21/08/2014	61162352,97	
20/08/2014	76245860,96	
19/08/2014	182458315,97	
15/08/2014	159011645,94	
14/08/2014	24859207,93	
13/08/2014	4489536,93	
12/08/2014	104416778,92	
11/08/2014	135016092,92	
08/08/2014	210948808,91	
07/08/2014	19405674,92	
06/08/2014	207863957,93	
05/08/2014	176071928,93	
04/08/2014	107563868,92	
01/08/2014	169221069,91	
31/07/2014	266039501,94	
30/07/2014	119399047,89	
29/07/2014	31569971,89	
28/07/2014	61845523,88	
25/07/2014	278627166,85	
23/07/2014	94313767,85	
22/07/2014	299999960,84	
21/07/2014	134037559,85	
18/07/2014	138708406,85	
17/07/2014	157291837,86	
16/07/2014	20245705,86	
15/07/2014	93540403,86	
14/07/2014	103517058,87	
11/07/2014	6476950,86	
10/07/2014	150851436,87	
09/07/2014	206691280,87	
08/07/2014	222002450,88	
07/07/2014	8409713,87	
04/07/2014	116079653,87	
03/07/2014	288710112,87	
02/07/2014	38286959,86	
01/07/2014	48832051,87	
30/06/2014	250003502,88	
27/06/2014	171111755,84	
26/06/2014	96061207,84	
25/06/2014	298053943,86	
20/06/2014	161165831,83	
19/06/2014	183260335,82	
18/06/2014	134154306,83	
17/06/2014	128981242,83	
16/06/2014	220948708,83	
13/06/2014	98580813,82	
12/06/2014	60614675,83	
11/06/2014	181063253,82	
10/06/2014	50296883,83	
09/06/2014	2145889,83	
06/06/2014	61754973,82	
05/06/2014	65063578,83	
04/06/2014	138503316,83	
03/06/2014	88945689,84	
30/05/2014	239258514,83	
29/05/2014	15967351,80	
28/05/2014	291666021,79	
27/05/2014	157287406,80	
26/05/2014	222314386,80	
23/05/2014	265937283,78	
22/05/2014	235181328,77	
21/05/2014	227746106,77	
20/05/2014	133897995,76	
19/05/2014	201155250,76	
16/05/2014	51930644,75	
15/05/2014	189317698,75	
14/05/2014	100716786,75	
13/05/2014	113988908,75	
12/05/2014	114244083,74	
09/05/2014	229633991,73	
08/05/2014	267624934,73	
07/05/2014	77291661,74	
06/05/2014	293108887,74	
05/05/2014	21002306,74	
02/05/2014	185788156,73	
30/04/2014	45424387,73	
